show_id,title,listed_in,description,movie_info
s3034,Into the Night,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,"night international tv shows, tv dramas, tv mysteries passengers crew aboard hijacked overnight flight scramble outrace sun mysterious cosmic event wreaks havoc world below."
s3035,Into the Wild,"Action & Adventure, Dramas, Independent Movies",A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,"wild action adventure, dramas, independent movies young man give everything – including trust fund tie seemingly stable family – lead solitary life wild."
s3036,Intuition,"Dramas, International Movies, Thrillers","Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".","intuition dramas, international movies, thrillers police officer pipa work first big case simultaneously investigating boss, suspected murder. prequel ""perdida""."
s3037,InuYasha,"Anime Series, International TV Shows","Yanked down a well, schoolgirl Kagome Higurashi emerges in feudal Japan, where she must reassemble a sacred jewel while eluding half-demon Inuyasha.","inuyasha anime series, international tv shows yanked well, schoolgirl kagome higurashi emerges feudal japan, must reassemble sacred jewel eluding half-demon inuyasha."
s3038,Inuyasha the Movie - L'isola del fuoco scarlatto,"Action & Adventure, Anime Features, International Movies","Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.","inuyasha movie l'isola del fuoco scarlatto action adventure, anime features, international movies ai, young half-demon escaped horai island try help people, return potential savior inuyasha, sesshomaru kikyo."
s3039,Inuyasha the Movie - La spada del dominatore del mondo,"Action & Adventure, Anime Features, International Movies",The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,"inuyasha movie la spada del dominatore del mondo action adventure, anime features, international movies great dog demon beaqueathed one three swords fang two sons. evil power third sword awakened."
s3040,InuYasha the Movie: Affections Touching Across Time,"Action & Adventure, Anime Features, International Movies","A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.","inuyasha movie: affections touching across time action adventure, anime features, international movies powerful demon sealed away 200 years. demon's son awakened, fate world jeopardy."
s3041,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,"Action & Adventure, Anime Features, International Movies","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.","inuyasha: movie 2: castle beyond looking glass action adventure, anime features, international movies biggest foe seemingly defeated, inuyasha friend return everyday life. peace soon shattered emerging new enemy."
s3042,Invader Zim: Enter the Florpus,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all.","invader zim: enter florpus children family movies, comedies, sci-fi fantasy zim reappears begin next phase evil alien plan conquer earth, nemesis dib membrane set unmask all."
s3043,Invictus,"Dramas, Sports Movies","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.","invictus dramas, sports movies end apartheid, newly elected president nelson mandela us 1995 world cup rugby match unite people south africa."
s3044,Invisible,"Dramas, Independent Movies, International Movies","After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed.","invisible dramas, independent movies, international movies learning pregnant, teen grapple consequence trying go life nothing changed."
s3045,Invisible Essence: The Little Prince,Documentaries,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.","invisible essence: little prince documentaries artists writer delve heart antoine de saint-exupéry's timeless fable, captured imagination child adult worldwide."
s3046,Inxeba,"Dramas, Independent Movies, International Movies","At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.","inxeba dramas, independent movies, international movies initiation ritual young men xhosa community, closeted factory hand meet johannesburg teen discovers best-kept secret."
s3047,IO,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.","io dramas, sci-fi fantasy young scientist search way save dying earth, find connection man who's racing catch last shuttle planet."
s3048,Ip Man,"Action & Adventure, Dramas, International Movies","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.","ip man action adventure, dramas, international movies occupying japanese general challenge chinese men duel prove superiority japanese, ip man refuse fight – first."
s3049,Ip Man 2,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.","ip man 2 action adventure, international movies new hong kong, martial art instructor ip man perseveres retaliates rivals' opposition wing chun fighting style teaches."
s3050,Ip Man 3,"Action & Adventure, Dramas, International Movies","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion.","ip man 3 action adventure, dramas, international movies martial art master ip spring action son's school threatened shady american, defends status wing chun champion."
s3051,Ip Man 4: The Finale,"Action & Adventure, Dramas, International Movies","Ip Man travels to San Francisco with his son and wrestles with tensions between martial arts masters and his star student, Bruce Lee.","ip man 4: finale action adventure, dramas, international movies ip man travel san francisco son wrestle tension martial art master star student, bruce lee."
s3052,Iqbal,"Dramas, Independent Movies, International Movies",A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.,"iqbal dramas, independent movies, international movies boy hearing speech impairment – extraordinary athletic ability – chase lifelong dream playing cricket india."
s3053,Irada Pakka,"Comedies, Dramas, International Movies","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.","irada pakka comedies, dramas, international movies bored happy marriage, couple decides spice thing fighting more, game take relationship unexpected path."
s3054,Iris,"International TV Shows, Korean TV Shows, TV Action & Adventure",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,"iris international tv shows, korean tv shows, tv action adventure two friends' life changed forever recruited top-secret organization tasked protecting country foreign threats."
s3055,Iron Cowboy: The Story of the 50.50.50,"Documentaries, Sports Movies","A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.","iron cowboy: story 50.50.50 documentaries, sports movies record-setting triathlete dare complete 50 ironman race – 2.4-mile swim, 112-mile bike ride, 26.2-mile run – 50 day 50 states."
s3056,Iron Fists and Kung-Fu Kicks,"Documentaries, International Movies",This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.,"iron fists kung-fu kicks documentaries, international movies documentary examines influence hong kong's martial art cinema filmmaking shaw brothers modern-day hollywood blockbusters."
s3057,Iron Ladies,"International TV Shows, Romantic TV Shows, TV Dramas",Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.,"iron ladies international tv shows, romantic tv shows, tv dramas three 30-something woman high-level job beauty e-commerce firm seem – except come love romantic chemistry."
s3058,Iron Man & Captain America: Heroes United,"Children & Family Movies, Sci-Fi & Fantasy","While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.","iron man captain america: heroes united children family movies, sci-fi fantasy battling keep red skull taskmaster unleashing hydra army, iron man captain america must learn work together."
s3059,Iron Man: Armored Adventures,Kids' TV,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.,iron man: armored adventures kids' tv teen phenom tony stark take sky ingeniously engineered suit armor learn truth father's mysterious death.
s3060,Iron Sky: The Coming Race,"Action & Adventure, Comedies, International Movies","Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead.","iron sky: coming race action adventure, comedies, international movies decades nuclear war, survivor moon revisit earth locate potential power source – find shape-shifting reptile instead."
s3061,Irreplaceable You,"Dramas, Romantic Movies","A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.","irreplaceable dramas, romantic movies stunning cancer diagnosis spur abbie seek future girlfriend fiancé childhood sweetheart sam, who's clueless come dating."
s3062,Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Anime Series, International TV Shows","Lovable goof Bell Cranel wants an adventure, and when he meets the diminutive goddess Hestia, he gets much more than he bargained for.","wrong try pick girls dungeon? anime series, international tv shows lovable goof bell cranel want adventure, meet diminutive goddess hestia, get much bargained for."
s3063,Is Love Enough? Sir,"Dramas, Independent Movies, International Movies","A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.","love enough? sir dramas, independent movies, international movies young widow hired domestic helper wealthy architect, social divide come fore unlikely attraction grows them."
s3064,Isa Pa with Feelings,"International Movies, Romantic Movies","When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences.","isa pa feelings international movies, romantic movies aspiring architect fall deaf neighbor, develop connection set form love language despite differences."
s3065,Ishq Vishk,"Comedies, International Movies, Music & Musicals","When the duplicitous Rajiv expresses his love for Payal, a cruel lie kicks off a story of self-discovery and unexpected romance.","ishq vishk comedies, international movies, music musicals duplicitous rajiv express love payal, cruel lie kick story self-discovery unexpected romance."
s3066,Ishqedarriyaan,"Dramas, International Movies, Romantic Movies",A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.,"ishqedarriyaan dramas, international movies, romantic movies young millionaire willing anything make schoolteacher love happy. even mean helping marry someone else."
s3067,Ishqiya,"Comedies, International Movies, Romantic Movies",A deceitful woman seduces two of her late husband’s crooked friends into helping her hatch a nefarious kidnapping plot for a hefty ransom.,"ishqiya comedies, international movies, romantic movies deceitful woman seduces two late husband’s crooked friend helping hatch nefarious kidnapping plot hefty ransom."
s3068,Isi & Ossi,"Comedies, International Movies, Romantic Movies",A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.,"isi ossi comedies, international movies, romantic movies billionaire's daughter fake relationship cash-strapped boxer order coerce parent letting pursue culinary dreams."
s3069,Islands of Faith,"Documentaries, Faith & Spirituality, International Movies","Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.","islands faith documentaries, faith spirituality, international movies lens faith culture seven province indonesia, documentary follows individual strive address climate change."
s3070,Islands of the Future,"Docuseries, International TV Shows, Science & Nature TV","Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy.","islands future docuseries, international tv shows, science nature tv amid rising oil gas price dwindling resources, tiny island coast europe rethinking future energy."
s3071,Isoken,"Comedies, International Movies, Romantic Movies","Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist.","isoken comedies, international movies, romantic movies single 34, isoken maneuvered mother toward relationship black entrepreneur find drawn white photojournalist."
s3072,마녀사냥,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows","Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.","마녀사냥 international tv shows, korean tv shows, stand-up comedy talk shows four korean celebrity men guest star gender discus women, sex relationship – unprecedented degree openness."
s3073,Issaq,"Dramas, International Movies, Music & Musicals",Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,"issaq dramas, international movies, music musicals two young lover banaras caught crossfire feud powerful family political climate destroying city."
s3074,It Comes at Night,"Horror Movies, Independent Movies","As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.","comes night horror movies, independent movies danger stalk world outside isolated home, overprotective father face tough decision another family show seeking help."
s3075,It Takes a Lunatic,Documentaries,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.","takes lunatic documentaries extraordinary life beloved acting teacher theatre producer wynn handman recalled portrait provocative, innovative artist."
s3076,It Takes a Man and a Woman,"Comedies, International Movies, Romantic Movies","Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past.","takes man woman comedies, international movies, romantic movies laida miggy used love, they're forced work together professional capacity – neither completely past."
s3077,It Takes Two,"Children & Family Movies, Comedies","The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.","takes two children family movies, comedies olsen twin put cute new spin mark twain's classic tale ""the prince pauper,"" playing identical 9-year-olds different backgrounds: orphaned amanda wealthy alyssa."
s3078,It's Bruno!,TV Comedies,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.","bruno! tv comedies old-school brooklyn native devotes day caring adorable dog, bruno – making sure neighbor show pooch proper respect."
s3079,It's Fine,"Comedies, International Movies, Music & Musicals","When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention.","fine comedies, international movies, music musicals beautiful belly-dancer move apartment building, group unhappily married men strives get attention."
s3080,It's Her Day,"Comedies, International Movies, Romantic Movies","After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible.","day comedies, international movies, romantic movies man promise fiancé dream wedding, must keep outrageous request lavish ceremony possible."
s3081,It's Now or Never,"Comedies, International Movies, Romantic Movies","When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.","never comedies, international movies, romantic movies eva alex decide wed england, met three year earlier, obstacle including labor strike volcano keep apart."
s3082,It's Okay to Not Be Okay,"International TV Shows, Korean TV Shows, Romantic TV Shows",An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,"okay okay international tv shows, korean tv shows, romantic tv shows extraordinary road emotional healing open antisocial children's book writer selfless psych ward caretaker cross paths."
s3083,"It's Okay, Buddy","Comedies, International Movies, Music & Musicals",Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.,"okay, buddy comedies, international movies, music musicals two down-on-their-luck singer set marry wealthy woman – everyone happy climb social ladder."
s3084,Itaewon Class,"International TV Shows, Korean TV Shows, TV Dramas","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.","itaewon class international tv shows, korean tv shows, tv dramas colorful seoul neighborhood, ex-con friend fight mighty foe make ambitious dream street bar reality."
s3085,Ittefaq,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.","ittefaq dramas, international movies, thrillers homemaker writer prime suspect – witness – double murder, it’s one detective uncover elusive truth."
s3086,Iverson,"Documentaries, Sports Movies","This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.","iverson documentaries, sports movies unfiltered documentary follows rocky life stratospheric career allen iverson, nba icon left indelible mark sport."
s3087,Iyore,"Dramas, International Movies, Romantic Movies",A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.,"iyore dramas, international movies, romantic movies tragic romance unfolds teacher's lesson benin empire begin mirror love life childhood love reappears."
s3088,IZombie,"TV Comedies, TV Dramas, TV Horror",A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,"izombie tv comedies, tv dramas, tv horror medical student-turned-zombie try retain humanity eating brain morgue find uncanny new gift solving crimes."
s3089,Izzy's Koala World,Kids' TV,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.,izzy's koala world kids' tv young koala caretaker izzy bee family rescue cuddly creature need help head back wild australia’s magnetic island.
s3090,최강전사 미니특공대 : 영웅의 탄생,Children & Family Movies,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.","최강전사 미니특공대 영웅의 탄생 children family movies miniforce, special task force elite rangers, take lizard army save earth it’s late, prequel tv series."
s3091,J-Style Trip,"International TV Shows, Reality TV",Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,"j-style trip international tv shows, reality tv megastar jay chou join a-list friend globe-trotting variety show packed music magic tricks."
s3092,Jaal,"Action & Adventure, International Movies","When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation.","jaal action adventure, international movies mysterious woman hire shankar spy family, must determine father's abandonment figure situation."
s3093,Jaan-E-Mann: Let's Fall in Love... Again,"Dramas, International Movies, Romantic Movies","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.","jaan-e-mann: let's fall love... dramas, international movies, romantic movies avoid alimony payments, aspiring actor scheme ex-wife marry unlikely suitor, soon realizes may ready lose her."
s3094,Jaane Tu... Ya Jaane Na,"Comedies, International Movies, Music & Musicals",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,"jaane tu... ya jaane na comedies, international movies, music musicals soft-spoken jai spitfire beauty aditi different – family friend know they're perfect match."
s3095,Jab Harry Met Sejal,"Comedies, International Movies, Romantic Movies",A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,"jab harry met sejal comedies, international movies, romantic movies philandering tour guide europe begin develop feeling one client helping search lost engagement ring."
s3096,Jab We Met,"Comedies, International Movies, Music & Musicals",Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.,"jab met comedies, international movies, music musicals changing fortune await wealthy dejected industrialist meet spirited chatterbox train breezy bollywood romantic comedy."
s3097,Jack and the Cuckoo-Clock Heart,"Children & Family Movies, Music & Musicals","Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.","jack cuckoo-clock heart children family movies, music musicals equipped mechanical heart determined stay death's shadow, young jack understands love could prove fatal."
s3098,Jack of all Trades,"Documentaries, Sports Movies","Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.","jack trades documentaries, sports movies upon time, baseball card much american pastime sport. scandal rocked multi-million-dollar industry good."
s3099,Jack Taylor,"Crime TV Shows, International TV Shows, TV Dramas",Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,"jack taylor crime tv shows, international tv shows, tv dramas ken bruen's bestselling crime novel leap life series tv movie featuring irish cop-turned-private-investigator jack taylor."
s3100,Jack Whitehall: At Large,Stand-Up Comedy,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.","jack whitehall: large stand-up comedy comedian jack whitehall take stage tell story drinking, drugs, google maps van ongoing rivalry robert pattinson."
s3101,Jack Whitehall: Christmas with My Father,Stand-Up Comedy,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.","jack whitehall: christmas father stand-up comedy jack whitehall invite notoriously stuffy father onstage london's west end christmas comedy extravaganza, complete celebrity guests."
s3102,Jack Whitehall: I'm Only Joking,Stand-Up Comedy,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father.","jack whitehall: i'm joking stand-up comedy jack whitehall hit stage hilarious tale happy couples, life hotels, human stupidity well-traveled father."
s3103,Jack Whitehall: Travels with My Father,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.","jack whitehall: travels father british tv shows, docuseries, international tv shows jovial comic jack whitehall invite stuffy father, michael, travel southeast asia attempt strengthen bond."
s3104,Jackie Brown,"Dramas, Thrillers","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.","jackie brown dramas, thrillers aging flight attendant's caught smuggling cash forced help investigation, hatch clever plan make dough."
s3105,Jackie: A Tale of Two Sisters,Documentaries,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill.","jackie: tale two sisters documentaries rachael stirling narrates multifaceted portrait former first lady jacqueline kennedy onassis younger sister, lee radziwill."
s3106,Jackpot,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,"jackpot comedies, dramas, international movies lottery ticket salesperson face ethical dilemma setting aside soon-to-be winning ticket customer pick pay later."
s3107,Jacob's Ladder,Thrillers,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions.","jacob's ladder thrillers reunited brother thought killed combat, former army medic begin experience violent, paranoid visions."
s3108,Jada,"Dramas, International Movies, Sports Movies","Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport.","jada dramas, international movies, sports movies wishing settle old score, promising soccer player defies coach’s wish lead team participate violent form sport."
s3109,Jag älskar dig: En skilsmässokomedi,"Comedies, Dramas, International Movies","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own.","jag älskar dig: en skilsmässokomedi comedies, dramas, international movies tired passionless marriage, marianne want separation husband, gustav, who, response, decides make big change own."
s3110,Jagat,"Dramas, International Movies","In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime.","jagat dramas, international movies early 1990s malaysia, tamilian boy face pressure immigrant father focus school drawn uncles’ life crime."
s3111,Jagga Jasoos,"Action & Adventure, Comedies, International Movies","An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.","jagga jasoos action adventure, comedies, international movies eccentric, self-proclaimed detective go action-packed hunt missing father, awkward adventurous journalist side."
s3112,Jai Mummy Di,"Comedies, International Movies, Romantic Movies","Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the women’s longstanding war.","jai mummy di comedies, international movies, romantic movies sick keeping love secret constantly bickering mothers, young couple seek uncover cause women’s longstanding war."
s3113,Jail,"Dramas, International Movies","Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.","jail dramas, international movies incarcerated crime didn’t commit, young man must navigate crowded, cut-throat environment prison awaits trial."
s3114,Jailbirds,Reality TV,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside.","jailbirds reality tv sacramento county jail, incarcerated woman fight power one another try make best life – love – inside."
s3115,Jailbreak,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,"jailbreak action adventure, international movies four cop escorting mobster high-security prison fight survival gang bos orchestrates riot outside silence charge."
s3116,Jake's Buccaneer Blast,Movies,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land.","jake's buccaneer blast movies jake, izzy, cubby skully face scheming captain hook race find special treasure hidden around never land."
s3117,Jal,"Dramas, Independent Movies, International Movies",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,"jal dramas, independent movies, international movies gifted young man drought-stricken village help group ecologist find water migrating flamingoes."
s3118,Jalpari: The Desert Mermaid,"Dramas, Independent Movies, International Movies","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.","jalpari: desert mermaid dramas, independent movies, international movies travel father's ancestral village, city kid expecting natural paradise instead find poor, dusty town harbor secrets."
s3119,James Acaster: Repertoire,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.","james acaster: repertoire british tv shows, international tv shows, stand-up comedy talk shows offbeat comic james acaster cover strange, mundane everything collection four wide-ranging stand-up specials."
s3120,Jamtara - Sabka Number Ayega,"Crime TV Shows, International TV Shows, TV Dramas","A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.","jamtara sabka number ayega crime tv shows, international tv shows, tv dramas group small-town young men run lucrative phishing operation, corrupt politician want scheme – cop want fight it."
s3121,Janaan,"Comedies, Dramas, International Movies","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.","janaan comedies, dramas, international movies 11 year canada, young meena return native pakistan family wedding becomes romantically entangled adopted cousin."
s3122,Jandino: Whatever it Takes,Stand-Up Comedy,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show.","jandino: whatever takes stand-up comedy jandino asporaat riff challenge raising kid serenade audience rousing rendition ""sex fire"" comedy show."
s3123,Jane The Virgin,"Romantic TV Shows, TV Comedies, TV Dramas","After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.","jane virgin romantic tv shows, tv comedies, tv dramas vowing remain chaste marriage, jane villanueva learns pregnant due medical slip-up rethink future."
s3124,Jani Dueñas: Grandes fracasos de ayer y hoy,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex.","jani dueñas: grandes fracasos de ayer hoy stand-up comedy chilean comedian personality jani dueñas pours feeling issue universal, aging dieting sex."
s3125,Jaoon Kahan Bata Ae Dil,"Dramas, Independent Movies, International Movies","A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.","jaoon kahan bata ae dil dramas, independent movies, international movies couple’s caustic, increasingly jarring interaction mumbai evening strain relationship threatens break fraying seams."
s3126,Japan Sinks: 2020,"Anime Series, International TV Shows","After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago.","japan sinks: 2020 anime series, international tv shows catastrophic earthquake devastate japan, one family's resolve tested journey survival sinking archipelago."
s3127,Japanese Style Originator,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.","japanese style originator international tv shows, stand-up comedy talk shows find everything know japanese tradition, food culture object arts, people continuing today."
s3128,Jarhead: Law of Return,"Action & Adventure, Dramas","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.","jarhead: law return action adventure, dramas u.s. senator’s son held captive hezbollah militiamen, group highly trained soldier venture enemy territory bring home."
s3129,Jatt James Bond,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.","jatt james bond comedies, dramas, international movies shinda love laali can't her, friend come elaborate plan solve problem win her."
s3130,Jatts in Golmaal,"Comedies, International Movies, Music & Musicals","Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant.","jatts golmaal comedies, international movies, music musicals without fully realizing consequences, boy want relocate india canada sell heart gangster need transplant."
s3131,Jay and Silent Bob Strike Back,"Comedies, Cult Movies","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.","jay silent bob strike back comedies, cult movies jay silent bob's comic book alter ego sold hollywood without permission, head tinseltown sabotage production."
s3132,Jealousy and medicine,"Dramas, International Movies, Romantic Movies","Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.","jealousy medicine dramas, international movies, romantic movies tormented mistrust, businessman hire cagey tailor track wife's whereabouts doctor send mind abyss."
s3133,Jefe,"Comedies, Dramas, International Movies","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.","jefe comedies, dramas, international movies rude, self-centered businessman seems brink losing everything night janitor office help find redemption."
s3134,Jeff Dunham: All Over the Map,Stand-Up Comedy,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter.","jeff dunham: map stand-up comedy america's beloved ventriloquist hit road, bringing along popular pals, including achmed, peanut walter."
s3135,Jeff Dunham: Arguing with Myself,Stand-Up Comedy,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.","jeff dunham: arguing stand-up comedy playing straight man partner half size, ventriloquist jeff dunham – one america's funniest comic – slays audience across country."
